date,rate,cpi,ppi,pcr,gdp,indp,tcu,unrate,cpieng
1/4/2003,,183.2,,,14743.567,90.4281,75.4518,6,136.5
2/4/2003,1.28,,,,,,,,
9/4/2003,1.23,,,,,,,,
16/4/2003,1.27,,,,,,,,
23/4/2003,1.26,,,,,,,,
30/4/2003,1.28,,,,,,,,
1/5/2003,,182.9,,,,90.4073,75.4618,6.1,129.4
7/5/2003,1.26,,,,,,,,
14/5/2003,1.25,,,,,,,,
21/5/2003,1.27,,,,,,,,
28/5/2003,1.24,,,,,,,,
1/6/2003,,183.1,,,,90.5218,75.5816,6.3,129.8
4/6/2003,1.26,,,,,,,,
11/6/2003,1.24,,,,,,,,
18/6/2003,1.25,,,,,,,,
25/6/2003,1.21,,,,,,,,
1/7/2003,,183.7,,,14988.782,90.9896,75.9888,6.2,132.2
2/7/2003,1.13,,,,,,,,
9/7/2003,0.96,,,,,,,,
16/7/2003,1.02,,,,,,,,
23/7/2003,1.01,,,,,,,,
30/7/2003,1.04,,,,,,,,
1/8/2003,,184.5,,,,90.7858,75.8306,6.1,137.8
6/8/2003,0.97,,,,,,,,
13/8/2003,0.98,,,,,,,,
20/8/2003,1.18,,,,,,,,
27/8/2003,1,,,,,,,,
1/9/2003,,185.1,,,,91.3829,76.3383,6.1,142.9
3/9/2003,1.01,,,,,,,,
10/9/2003,0.96,,,,,,,,
17/9/2003,1.02,,,,,,,,
24/9/2003,1,,,,,,,,
1/10/2003,1.07,184.9,,,15162.76,91.5005,76.4457,6,137.8
8/10/2003,0.99,,,,,,,,
15/10/2003,1.03,,,,,,,,
22/10/2003,1,,,,,,,,
29/10/2003,1,,,,,,,,
1/11/2003,,185,,,,92.1265,76.9771,5.8,136.9
5/11/2003,1.01,,,,,,,,
12/11/2003,0.99,,,,,,,,
19/11/2003,0.99,,,,,,,,
26/11/2003,0.99,,,,,,,,
1/12/2003,,185.5,,,,92.1722,77.0234,5.7,138.8
3/12/2003,1,,,,,,,,
10/12/2003,0.98,,,,,,,,
17/12/2003,1,,,,,,,,
24/12/2003,0.99,,,,,,,,
31/12/2003,0.96,,,,,,,,
1/1/2004,,186.3,,,15248.68,92.327,77.1612,5.7,143.9
7/1/2004,0.97,,,,,,,,
14/1/2004,0.99,,,,,,,,
21/1/2004,1,,,,,,,,
28/1/2004,1.02,,,,,,,,
1/2/2004,,186.7,,,,92.8873,77.6396,5.6,145.8
4/2/2004,1.01,,,,,,,,
11/2/2004,1,,,,,,,,
18/2/2004,1.01,,,,,,,,
25/2/2004,1,,,,,,,,
1/3/2004,,187.1,,,,92.5325,77.3544,5.8,145.1
3/3/2004,1.03,,,,,,,,
10/3/2004,1,,,,,,,,
17/3/2004,1,,,,,,,,
24/3/2004,0.99,,,,,,,,
31/3/2004,1.01,,,,,,,,
1/4/2004,,187.4,,,15366.85,92.9096,77.6821,5.6,143.4
7/4/2004,1.01,,,,,,,,
14/4/2004,1.01,,,,,,,,
21/4/2004,1,,,,,,,,
28/4/2004,1,,,,,,,,
1/5/2004,,188.2,,,,93.5838,78.257,5.6,147.6
5/5/2004,1.02,,,,,,,,
12/5/2004,0.99,,,,,,,,
19/5/2004,1.02,,,,,,,,
26/5/2004,0.99,,,,,,,,
1/6/2004,,188.9,,,,92.8621,77.662,5.6,151.5
2/6/2004,1.01,,,,,,,,
9/6/2004,0.99,,,,,,,,
16/6/2004,1.01,,,,,,,,
23/6/2004,1,,,,,,,,
30/6/2004,1.11,,,,,,,,
1/7/2004,,189.1,,,15512.619,93.5511,78.2429,5.5,151.1
7/7/2004,1.28,,,,,,,,
14/7/2004,1.25,,,,,,,,
21/7/2004,1.25,,,,,,,,
28/7/2004,1.26,,,,,,,,
1/8/2004,,189.2,,,,93.6328,78.3106,5.4,151.5
4/8/2004,1.27,,,,,,,,
11/8/2004,1.36,,,,,,,,
18/8/2004,1.42,,,,,,,,
25/8/2004,1.51,,,,,,,,
1/9/2004,1.53,189.8,,,,93.7418,78.3927,5.4,152.9
8/9/2004,1.5,,,,,,,,
15/9/2004,1.49,,,,,,,,
22/9/2004,1.64,,,,,,,,
29/9/2004,1.76,,,,,,,,
1/10/2004,,190.8,,,15670.88,94.5671,79.0638,5.5,158.6
6/10/2004,1.82,,,,,,,,
13/10/2004,1.73,,,,,,,,
20/10/2004,1.76,,,,,,,,
27/10/2004,1.74,,,,,,,,
1/11/2004,,191.7,,,,94.8,79.2285,5.4,163.8
3/11/2004,1.78,,,,,,,,
10/11/2004,1.79,,,,,,,,
17/11/2004,2,,,,,,,,
24/11/2004,2,,,,,,,,
1/12/2004,2.02,191.7,,,,95.5426,79.8082,5.4,162.3
8/12/2004,2,,,,,,,,
15/12/2004,2.15,,,,,,,,
22/12/2004,2.24,,,,,,,,
29/12/2004,2.27,,,,,,,,
1/1/2005,,191.6,,,15844.727,95.8831,80.0413,5.3,157.2
5/1/2005,2.14,,,,,,,,
12/1/2005,2.25,,,,,,,,
19/1/2005,2.28,,,,,,,,
26/1/2005,2.27,,,,,,,,
1/2/2005,,192.4,,,,96.5616,80.5413,5.4,161.8
2/2/2005,2.43,,,,,,,,
9/2/2005,2.5,,,,,,,,
16/2/2005,2.5,,,,,,,,
23/2/2005,2.52,,,,,,,,
1/3/2005,,193.1,,,,96.4371,80.3601,5.2,163.5
2/3/2005,2.51,,,,,,,,
9/3/2005,2.5,,,,,,,,
16/3/2005,2.55,,,,,,,,
23/3/2005,2.71,,,,,,,,
30/3/2005,2.77,,,,,,,,
1/4/2005,,193.7,,,15922.782,96.628,80.4339,5.2,166.7
6/4/2005,2.81,,,,,,,,
13/4/2005,2.76,,,,,,,,
20/4/2005,2.78,,,,,,,,
27/4/2005,2.74,,,,,,,,
1/5/2005,,193.6,,,,96.7306,80.425,5.1,163.3
4/5/2005,2.96,,,,,,,,
11/5/2005,2.99,,,,,,,,
18/5/2005,3.01,,,,,,,,
25/5/2005,3.01,,,,,,,,
1/6/2005,3.02,193.7,,,,97.1488,80.6702,5,163.7
8/6/2005,2.98,,,,,,,,
15/6/2005,3.02,,,,,,,,
22/6/2005,2.98,,,,,,,,
29/6/2005,3.11,,,,,,,,
1/7/2005,,194.9,,,16047.587,96.8383,80.305,5,172.8
6/7/2005,3.29,,,,,,,,
13/7/2005,3.22,,,,,,,,
20/7/2005,3.26,,,,,,,,
27/7/2005,3.26,,,,,,,,
1/8/2005,,196.1,,,,97.1603,80.4617,4.9,183.5
3/8/2005,3.29,,,,,,,,
10/8/2005,3.48,,,,,,,,
17/8/2005,3.54,,,,,,,,
24/8/2005,3.52,,,,,,,,
31/8/2005,3.55,,,,,,,,
1/9/2005,,198.8,,,,95.2729,78.7883,5,208.2
7/9/2005,3.51,,,,,,,,
14/9/2005,3.49,,,,,,,,
21/9/2005,3.65,,,,,,,,
28/9/2005,3.77,,,,,,,,
1/10/2005,,199.1,,,16136.734,96.4383,79.6396,5,205.9
5/10/2005,3.85,,,,,,,,
12/10/2005,3.68,,,,,,,,
19/10/2005,3.76,,,,,,,,
26/10/2005,3.76,,,,,,,,
1/11/2005,,198.1,,,,97.4951,80.398,5,191
2/11/2005,3.94,,,,,,,,
9/11/2005,4,,,,,,,,
16/11/2005,3.98,,,,,,,,
23/11/2005,4,,,,,,,,
30/11/2005,4.02,,,,,,,,
1/12/2005,,198.1,,,,97.9788,80.6819,4.9,187.6
7/12/2005,4,,,,,,,,
14/12/2005,4.19,,,,,,,,
21/12/2005,4.24,,,,,,,,
28/12/2005,4.22,,,,,,,,
1/1/2006,,199.3,,,16353.835,98.1305,80.6908,4.7,196.6
4/1/2006,4.16,,,,,,,,
11/1/2006,4.23,,,,,,,,
18/1/2006,4.29,,,,,,,,
25/1/2006,4.26,,,,,,,,
1/2/2006,4.44,199.4,,,,98.1779,80.6125,4.8,194.1
8/2/2006,4.5,,,,,,,,
15/2/2006,4.49,,,,,,,,
22/2/2006,4.49,,,,,,,,
1/3/2006,4.5,199.7,,,,98.3898,80.6663,4.7,192
8/3/2006,4.51,,,,,,,,
15/3/2006,4.51,,,,,,,,
22/3/2006,4.57,,,,,,,,
29/3/2006,4.7,,,,,,,,
1/4/2006,,200.7,,,16396.151,98.6769,80.7769,4.7,198.5
5/4/2006,4.88,,,,,,,,
12/4/2006,4.76,,,,,,,,
19/4/2006,4.77,,,,,,,,
26/4/2006,4.74,,,,,,,,
1/5/2006,,201.3,,,,98.7052,80.6674,4.6,199.8
3/5/2006,4.83,,,,,,,,
10/5/2006,4.84,,,,,,,,
17/5/2006,5,,,,,,,,
24/5/2006,4.98,,,,,,,,
31/5/2006,5.01,,,,,,,,
1/6/2006,,201.8,,,,99.0427,80.8002,4.6,199.8
7/6/2006,4.99,,,,,,,,
14/6/2006,5,,,,,,,,
21/6/2006,4.95,,,,,,,,
28/6/2006,5,,,,,,,,
1/7/2006,,202.9,,,16420.738,98.9804,80.5962,4.7,207.9
5/7/2006,5.14,,,,,,,,
12/7/2006,5.24,,,,,,,,
19/7/2006,5.25,,,,,,,,
26/7/2006,5.24,,,,,,,,
1/8/2006,,203.8,,,,99.4106,80.781,4.7,211.9
2/8/2006,5.27,,,,,,,,
9/8/2006,5.25,,,,,,,,
16/8/2006,5.23,,,,,,,,
23/8/2006,5.24,,,,,,,,
30/8/2006,5.25,,,,,,,,
1/9/2006,,202.8,,,,99.2207,80.4523,4.5,198.1
6/9/2006,5.25,,,,,,,,
13/9/2006,5.23,,,,,,,,
20/9/2006,5.24,,,,,,,,
27/9/2006,5.27,,,,,,,,
1/10/2006,,201.9,,,16561.866,99.1253,80.1929,4.4,184.1
4/10/2006,5.3,,,,,,,,
11/10/2006,5.23,,,,,,,,
18/10/2006,5.23,,,,,,,,
25/10/2006,5.24,,,,,,,,
1/11/2006,5.25,202,,,,99.0969,79.9831,4.5,184.1
8/11/2006,5.24,,,,,,,,
15/11/2006,5.25,,,,,,,,
22/11/2006,5.24,,,,,,,,
29/11/2006,5.26,,,,,,,,
1/12/2006,,203.1,,,,100.1122,80.6125,4.4,192.7
6/12/2006,5.25,,,,,,,,
13/12/2006,5.24,,,,,,,,
20/12/2006,5.25,,,,,,,,
27/12/2006,5.24,,,,,,,,
1/1/2007,,203.437,,11181,16611.69,99.7571,80.1385,4.6,190.281
3/1/2007,5.22,,,,,,,,
10/1/2007,5.23,,,,,,,,
17/1/2007,5.24,,,,,,,,
24/1/2007,5.25,,,,,,,,
31/1/2007,5.27,,,,,,,,
1/2/2007,,204.226,,11178.2,,100.7275,80.7326,4.5,192.31
7/2/2007,5.25,,,,,,,,
14/2/2007,5.26,,,,,,,,
21/2/2007,5.25,,,,,,,,
28/2/2007,5.28,,,,,,,,
1/3/2007,,205.288,,11190.7,,100.9023,80.6935,4.4,200.206
7/3/2007,5.25,,,,,,,,
14/3/2007,5.25,,,,,,,,
21/3/2007,5.26,,,,,,,,
28/3/2007,5.26,,,,,,,,
1/4/2007,,205.904,,11201.5,16713.314,101.5874,81.073,4.5,203.307
4/4/2007,5.26,,,,,,,,
11/4/2007,5.28,,,,,,,,
18/4/2007,5.24,,,,,,,,
25/4/2007,5.23,,,,,,,,
1/5/2007,,206.755,,11218,,101.6299,80.955,4.4,208.635
2/5/2007,5.25,,,,,,,,
9/5/2007,5.23,,,,,,,,
16/5/2007,5.27,,,,,,,,
23/5/2007,5.24,,,,,,,,
30/5/2007,5.28,,,,,,,,
1/6/2007,,207.234,,11218.5,,101.6482,80.8393,4.6,209.799
6/6/2007,5.24,,,,,,,,
13/6/2007,5.26,,,,,,,,
20/6/2007,5.25,,,,,,,,
27/6/2007,5.25,,,,,,,,
1/7/2007,,207.603,,11252.6,16809.587,101.4925,80.6142,4.7,209.639
4/7/2007,5.28,,,,,,,,
11/7/2007,5.23,,,,,,,,
18/7/2007,5.27,,,,,,,,
25/7/2007,5.26,,,,,,,,
1/8/2007,5.27,207.667,,11300.1,,101.6874,80.6999,4.6,206.412
8/8/2007,5.25,,,,,,,,
15/8/2007,4.79,,,,,,,,
22/8/2007,4.91,,,,,,,,
29/8/2007,5.11,,,,,,,,
1/9/2007,,208.547,,11309.6,,101.9398,80.8586,4.7,210.742
5/9/2007,5.03,,,,,,,,
12/9/2007,4.98,,,,,,,,
19/9/2007,5.12,,,,,,,,
26/9/2007,4.78,,,,,,,,
1/10/2007,,209.19,,11318.6,16915.191,101.6345,80.6013,4.7,212.386
3/10/2007,4.72,,,,,,,,
10/10/2007,4.75,,,,,,,,
17/10/2007,4.74,,,,,,,,
24/10/2007,4.73,,,,,,,,
31/10/2007,4.78,,,,,,,,
1/11/2007,,210.834,,11342.2,,102.2068,81.0633,4.7,223.814
7/11/2007,4.33,,,,,,,,
14/11/2007,4.54,,,,,,,,
21/11/2007,4.51,,,,,,,,
28/11/2007,4.53,,,,,,,,
1/12/2007,,211.445,,11335.1,,102.2604,81.1334,5,225.649
5/12/2007,4.55,,,,,,,,
12/12/2007,4.39,,,,,,,,
19/12/2007,4.21,,,,,,,,
26/12/2007,4.21,,,,,,,,
1/1/2008,,212.174,,11333.2,16843.003,102.14,81.0815,5,226.775
2/1/2008,3.77,,,,,,,,
9/1/2008,4.23,,,,,,,,
16/1/2008,4.24,,,,,,,,
23/1/2008,4,,,,,,,,
30/1/2008,3.5,,,,,,,,
1/2/2008,,212.687,,11293.9,,101.7671,80.8357,4.9,229.731
6/2/2008,3.01,,,,,,,,
13/2/2008,3,,,,,,,,
20/2/2008,2.98,,,,,,,,
27/2/2008,2.96,,,,,,,,
1/3/2008,,213.448,,11322.1,,101.4355,80.6256,5.1,233.349
5/3/2008,3,,,,,,,,
12/3/2008,2.97,,,,,,,,
19/3/2008,2.7,,,,,,,,
26/3/2008,2.18,,,,,,,,
1/4/2008,,213.942,,11340.5,16943.291,100.7424,80.1238,5,234.778
2/4/2008,2.23,,,,,,,,
9/4/2008,2.23,,,,,,,,
16/4/2008,2.34,,,,,,,,
23/4/2008,2.25,,,,,,,,
30/4/2008,2.28,,,,,,,,
1/5/2008,,215.208,,11361.6,,100.132,79.6718,5.4,243.924
7/5/2008,1.94,,,,,,,,
14/5/2008,1.96,,,,,,,,
21/5/2008,1.96,,,,,,,,
28/5/2008,2.05,,,,,,,,
1/6/2008,,217.463,,11340.7,,99.8651,79.4693,5.6,262.081
4/6/2008,1.99,,,,,,,,
11/6/2008,1.99,,,,,,,,
18/6/2008,1.98,,,,,,,,
25/6/2008,1.97,,,,,,,,
1/7/2008,,219.016,,11286,16854.295,99.4214,79.095,5.8,271.149
2/7/2008,2.08,,,,,,,,
9/7/2008,1.95,,,,,,,,
16/7/2008,2.01,,,,,,,,
23/7/2008,1.99,,,,,,,,
30/7/2008,2.08,,,,,,,,
1/8/2008,,218.69,,11284.7,,97.8448,77.7872,6.1,262.566
6/8/2008,2.02,,,,,,,,
13/8/2008,1.99,,,,,,,,
20/8/2008,2.02,,,,,,,,
27/8/2008,1.99,,,,,,,,
1/9/2008,,218.877,,11209.7,,93.559,74.3062,6.1,260.125
3/9/2008,1.96,,,,,,,,
10/9/2008,1.99,,,,,,,,
17/9/2008,2.25,,,,,,,,
24/9/2008,1.54,,,,,,,,
1/10/2008,1.32,216.995,,11192.5,16485.35,94.4956,74.9571,6.5,238.065
8/10/2008,1.59,,,,,,,,
15/10/2008,0.96,,,,,,,,
22/10/2008,0.69,,,,,,,,
29/10/2008,0.82,,,,,,,,
1/11/2008,,213.153,,11158.2,,93.2689,73.8807,6.8,195.155
5/11/2008,0.24,,,,,,,,
12/11/2008,0.28,,,,,,,,
19/11/2008,0.36,,,,,,,,
26/11/2008,0.56,,,,,,,,
1/12/2008,,211.398,,11125.8,,90.628,71.6823,7.3,176.583
3/12/2008,0.49,,,,,,,,
10/12/2008,0.13,,,,,,,,
17/12/2008,0.15,,,,,,,,
24/12/2008,0.11,,,,,,,,
31/12/2008,0.1,,,,,,,,
1/1/2009,,211.933,,11176.3,16298.262,88.3811,69.7982,7.8,178.661
7/1/2009,0.1,,,,,,,,
14/1/2009,0.1,,,,,,,,
21/1/2009,0.2,,,,,,,,
28/1/2009,0.19,,,,,,,,
1/2/2009,,212.705,,11130.5,,87.8412,69.2778,8.3,183.721
4/2/2009,0.23,,,,,,,,
11/2/2009,0.23,,,,,,,,
18/2/2009,0.23,,,,,,,,
25/2/2009,0.2,,,,,,,,
1/3/2009,,212.495,,11084.6,,86.4794,68.12,8.7,178.415
4/3/2009,0.22,,,,,,,,
11/3/2009,0.2,,,,,,,,
18/3/2009,0.17,,,,,,,,
25/3/2009,0.17,,,,,,,,
1/4/2009,0.16,212.709,,11068,16269.145,85.7883,67.5007,9,177.552
8/4/2009,0.14,,,,,,,,
15/4/2009,0.15,,,,,,,,
22/4/2009,0.14,,,,,,,,
29/4/2009,0.17,,,,,,,,
1/5/2009,,213.022,,11078.1,,84.9516,66.7873,9.4,179.83
6/5/2009,0.21,,,,,,,,
13/5/2009,0.17,,,,,,,,
20/5/2009,0.16,,,,,,,,
27/5/2009,0.17,,,,,,,,
1/6/2009,,214.79,,11081.1,,84.6928,66.5532,9.5,197.033
3/6/2009,0.19,,,,,,,,
10/6/2009,0.2,,,,,,,,
17/6/2009,0.19,,,,,,,,
24/6/2009,0.24,,,,,,,,
1/7/2009,0.19,214.726,,11118.1,16326.281,85.7044,67.3455,9.5,195.778
8/7/2009,0.17,,,,,,,,
15/7/2009,0.14,,,,,,,,
22/7/2009,0.15,,,,,,,,
29/7/2009,0.15,,,,,,,,
1/8/2009,,215.445,,11218,,86.6617,68.1236,9.6,201.583
5/8/2009,0.18,,,,,,,,
12/8/2009,0.17,,,,,,,,
19/8/2009,0.16,,,,,,,,
26/8/2009,0.16,,,,,,,,
1/9/2009,,215.861,,11114.6,,87.4033,68.7596,9.8,202.777
2/9/2009,0.15,,,,,,,,
9/9/2009,0.15,,,,,,,,
16/9/2009,0.16,,,,,,,,
23/9/2009,0.16,,,,,,,,
30/9/2009,0.12,,,,,,,,
1/10/2009,,216.509,,11127.1,16502.754,87.6035,68.9939,10,204.719
7/10/2009,0.13,,,,,,,,
14/10/2009,0.12,,,,,,,,
21/10/2009,0.12,,,,,,,,
28/10/2009,0.11,,,,,,,,
1/11/2009,,217.234,100.2,11109.4,,87.9559,69.3689,9.9,210.932
4/11/2009,0.12,,,,,,,,
11/11/2009,0.12,,,,,,,,
18/11/2009,0.12,,,,,,,,
25/11/2009,0.11,,,,,,,,
1/12/2009,,217.347,100.3,11177.3,,88.2468,69.7136,9.9,209.915
2/12/2009,0.12,,,,,,,,
9/12/2009,0.12,,,,,,,,
16/12/2009,0.12,,,,,,,,
23/12/2009,0.12,,,,,,,,
30/12/2009,0.11,,,,,,,,
1/1/2010,,217.488,101.2,11156.8,16582.71,89.1911,70.5918,9.8,212.807
6/1/2010,0.08,,,,,,,,
13/1/2010,0.11,,,,,,,,
20/1/2010,0.12,,,,,,,,
27/1/2010,0.12,,,,,,,,
1/2/2010,,217.281,101,11198.6,,89.4972,70.9754,9.8,209.624
3/2/2010,0.13,,,,,,,,
10/2/2010,0.13,,,,,,,,
17/2/2010,0.12,,,,,,,,
24/2/2010,0.12,,,,,,,,
1/3/2010,,217.353,101.1,11252.1,,90.1419,71.6373,9.9,209.326
3/3/2010,0.13,,,,,,,,
10/3/2010,0.16,,,,,,,,
17/3/2010,0.18,,,,,,,,
24/3/2010,0.18,,,,,,,,
31/3/2010,0.16,,,,,,,,
1/4/2010,,217.403,101.4,11275.1,16743.162,90.4591,72.0473,9.9,209.219
7/4/2010,0.19,,,,,,,,
14/4/2010,0.19,,,,,,,,
21/4/2010,0.21,,,,,,,,
28/4/2010,0.2,,,,,,,,
1/5/2010,,217.29,101.6,11303.2,,91.702,73.1966,9.6,206.631
5/5/2010,0.2,,,,,,,,
12/5/2010,0.2,,,,,,,,
19/5/2010,0.2,,,,,,,,
26/5/2010,0.2,,,,,,,,
1/6/2010,,217.199,101.4,11330.6,,91.8997,73.5082,9.4,203.764
2/6/2010,0.19,,,,,,,,
9/6/2010,0.19,,,,,,,,
16/6/2010,0.18,,,,,,,,
23/6/2010,0.18,,,,,,,,
30/6/2010,0.15,,,,,,,,
1/7/2010,,217.605,101.6,11361.7,16872.266,92.2522,73.9324,9.4,206.877
7/7/2010,0.18,,,,,,,,
14/7/2010,0.17,,,,,,,,
21/7/2010,0.19,,,,,,,,
28/7/2010,0.19,,,,,,,,
1/8/2010,,217.923,101.8,11389.2,,92.5899,74.331,9.5,208.77
4/8/2010,0.19,,,,,,,,
11/8/2010,0.18,,,,,,,,
18/8/2010,0.19,,,,,,,,
25/8/2010,0.19,,,,,,,,
1/9/2010,0.19,218.275,102.1,11399.9,,92.8564,74.6547,9.5,209.832
8/9/2010,0.19,,,,,,,,
15/9/2010,0.19,,,,,,,,
22/9/2010,0.21,,,,,,,,
29/9/2010,0.2,,,,,,,,
1/10/2010,,219.035,102.5,11428.9,16960.864,92.6037,74.5429,9.4,216.71
6/10/2010,0.19,,,,,,,,
13/10/2010,0.18,,,,,,,,
20/10/2010,0.19,,,,,,,,
27/10/2010,0.19,,,,,,,,
1/11/2010,,219.59,102.8,11458,,92.6773,74.6746,9.8,219.496
3/11/2010,0.2,,,,,,,,
10/11/2010,0.18,,,,,,,,
17/11/2010,0.19,,,,,,,,
24/11/2010,0.2,,,,,,,,
1/12/2010,0.2,220.472,103.1,11473.2,,93.5851,75.4597,9.3,227.13
8/12/2010,0.18,,,,,,,,
15/12/2010,0.17,,,,,,,,
22/12/2010,0.2,,,,,,,,
29/12/2010,0.19,,,,,,,,
1/1/2011,,221.187,103.7,11486,16920.632,93.3944,75.34,9.1,229.258
5/1/2011,0.16,,,,,,,,
12/1/2011,0.17,,,,,,,,
19/1/2011,0.17,,,,,,,,
26/1/2011,0.17,,,,,,,,
1/2/2011,,221.898,104.3,11482.8,,92.993,75.0288,9,232.068
2/2/2011,0.17,,,,,,,,
9/2/2011,0.17,,,,,,,,
16/2/2011,0.15,,,,,,,,
23/2/2011,0.15,,,,,,,,
1/3/2011,,223.046,105,11522.6,,93.982,75.819,9,240.079
2/3/2011,0.15,,,,,,,,
9/3/2011,0.15,,,,,,,,
16/3/2011,0.14,,,,,,,,
23/3/2011,0.14,,,,,,,,
30/3/2011,0.13,,,,,,,,
1/4/2011,,224.093,105.5,11508.9,17035.114,93.6525,75.5255,9.1,247.977
6/4/2011,0.1,,,,,,,,
13/4/2011,0.09,,,,,,,,
20/4/2011,0.11,,,,,,,,
27/4/2011,0.1,,,,,,,,
1/5/2011,,224.806,105.8,11495.6,,93.7775,75.5784,9,250.744
4/5/2011,0.09,,,,,,,,
11/5/2011,0.09,,,,,,,,
18/5/2011,0.09,,,,,,,,
25/5/2011,0.1,,,,,,,,
1/6/2011,0.1,224.806,105.9,11522.3,,94.0467,75.7276,9.1,245.534
8/6/2011,0.1,,,,,,,,
15/6/2011,0.09,,,,,,,,
22/6/2011,0.1,,,,,,,,
29/6/2011,0.08,,,,,,,,
1/7/2011,,225.395,106.1,11542.3,17031.313,94.4931,76.0009,9,246.187
6/7/2011,0.08,,,,,,,,
13/7/2011,0.07,,,,,,,,
20/7/2011,0.06,,,,,,,,
27/7/2011,0.06,,,,,,,,
1/8/2011,,226.106,106.3,11535.3,,95.0969,76.3842,9,246.88
3/8/2011,0.12,,,,,,,,
10/8/2011,0.09,,,,,,,,
17/8/2011,0.1,,,,,,,,
24/8/2011,0.09,,,,,,,,
31/8/2011,0.09,,,,,,,,
1/9/2011,,226.597,106.7,11554.3,,95.0281,76.2147,9,248.55
7/9/2011,0.08,,,,,,,,
14/9/2011,0.09,,,,,,,,
21/9/2011,0.09,,,,,,,,
28/9/2011,0.08,,,,,,,,
1/10/2011,,226.75,106.3,11575.1,17222.583,95.6924,76.6224,8.8,246.655
5/10/2011,0.07,,,,,,,,
12/10/2011,0.07,,,,,,,,
19/10/2011,0.07,,,,,,,,
26/10/2011,0.07,,,,,,,,
1/11/2011,,227.169,106.6,11555.7,,95.6913,76.4885,8.6,247.64
2/11/2011,0.08,,,,,,,,
9/11/2011,0.08,,,,,,,,
16/11/2011,0.08,,,,,,,,
23/11/2011,0.08,,,,,,,,
30/11/2011,0.08,,,,,,,,
1/12/2011,,227.223,106.5,11560.9,,96.1938,76.7512,8.5,243.353
7/12/2011,0.08,,,,,,,,
14/12/2011,0.07,,,,,,,,
21/12/2011,0.07,,,,,,,,
28/12/2011,0.08,,,,,,,,
1/1/2012,,227.842,106.9,11605.5,17367.01,96.779,77.0743,8.3,244.876
4/1/2012,0.05,,,,,,,,
11/1/2012,0.07,,,,,,,,
18/1/2012,0.09,,,,,,,,
25/1/2012,0.09,,,,,,,,
1/2/2012,0.09,228.329,107.2,11675.8,,97.0959,77.1823,8.3,248.898
8/2/2012,0.11,,,,,,,,
15/2/2012,0.12,,,,,,,,
22/2/2012,0.09,,,,,,,,
29/2/2012,0.09,,,,,,,,
1/3/2012,,228.807,107.4,11660.5,,96.5919,76.6382,8.2,249.742
7/3/2012,0.11,,,,,,,,
14/3/2012,0.12,,,,,,,,
21/3/2012,0.15,,,,,,,,
28/3/2012,0.14,,,,,,,,
1/4/2012,,229.187,107.7,11671.4,17444.525,97.2942,77.0523,8.2,249.677
4/4/2012,0.12,,,,,,,,
11/4/2012,0.14,,,,,,,,
18/4/2012,0.15,,,,,,,,
25/4/2012,0.13,,,,,,,,
1/5/2012,,228.713,107.6,11672,,97.4853,77.0632,8.2,241.806
2/5/2012,0.14,,,,,,,,
9/5/2012,0.16,,,,,,,,
16/5/2012,0.15,,,,,,,,
23/5/2012,0.16,,,,,,,,
30/5/2012,0.15,,,,,,,,
1/6/2012,,228.524,107.3,11659.9,,97.4959,76.9351,8.2,235.897
6/6/2012,0.16,,,,,,,,
13/6/2012,0.17,,,,,,,,
20/6/2012,0.17,,,,,,,,
27/6/2012,0.17,,,,,,,,
1/7/2012,,228.59,107.2,11684.4,17469.65,97.6922,76.9584,8.2,233.568
4/7/2012,0.13,,,,,,,,
11/7/2012,0.17,,,,,,,,
18/7/2012,0.18,,,,,,,,
25/7/2012,0.14,,,,,,,,
1/8/2012,0.14,229.918,107.5,11686.7,,97.3061,76.5269,8.1,244.987
8/8/2012,0.14,,,,,,,,
15/8/2012,0.13,,,,,,,,
22/8/2012,0.13,,,,,,,,
29/8/2012,0.13,,,,,,,,
1/9/2012,,231.015,108.2,11703.2,,97.2383,76.3502,7.8,252.987
5/9/2012,0.14,,,,,,,,
12/9/2012,0.15,,,,,,,,
19/9/2012,0.16,,,,,,,,
26/9/2012,0.15,,,,,,,,
1/10/2012,,231.638,108.3,11702.3,17489.852,97.5425,76.4688,7.8,256.017
3/10/2012,0.13,,,,,,,,
10/10/2012,0.15,,,,,,,,
17/10/2012,0.16,,,,,,,,
24/10/2012,0.16,,,,,,,,
31/10/2012,0.17,,,,,,,,
1/11/2012,,231.249,108.4,11753.4,,97.934,76.6589,7.7,248.819
7/11/2012,0.16,,,,,,,,
14/11/2012,0.16,,,,,,,,
